airportid,name,city,country,iata,icao,latitude,longitude,altitude,timezone,dst,tz,type,source
765,Hohenfels Army Air Field,Hohenfels,Germany,,ETIH,49.218101501464844,11.836099624633789,1455,1,E,Europe/Berlin,airport,OurAirports
766,Kitzingen Army Air Field,Kitzingen,Germany,,ETIN,49.743099212646484,10.200599670410156,689,1,E,Europe/Berlin,airport,OurAirports
767,Nordholz Naval Airbase,Nordholz,Germany,,ETMN,53.767700195300000,8.658499717709999,74,1,E,Europe/Berlin,airport,OurAirports
768,Diepholz Air Base,Diepholz,Germany,,ETND,52.585556000000000,8.342222000000000,128,1,E,Europe/Berlin,airport,OurAirports
770,Hohn Airport,Hohn,Germany,,ETNH,54.312198638916016,9.538169860839844,39,1,E,Europe/Berlin,airport,OurAirports
771,Jever Air Base,Jever,Germany,,ETNJ,53.533501000000000,7.888670000000000,24,1,E,Europe/Berlin,airport,OurAirports
773,Nörvenich Air Base,Noervenich,Germany,,ETNN,50.831200000000000,6.658170000000000,386,1,E,Europe/Berlin,airport,OurAirports
774,Schleswig Air Base,Schleswig,Germany,,ETNS,54.459301000000000,9.516330000000000,70,1,E,Europe/Berlin,airport,OurAirports
775,Wittmundhafen Airport,Wittmundhafen,Germany,,ETNT,53.547798156738280,7.667329788208008,26,1,E,Europe/Berlin,airport,OurAirports
777,Wunstorf Air Base,Wunstorf,Germany,,ETNW,52.457298000000000,9.427170000000000,187,1,E,Europe/Berlin,airport,OurAirports
778,Vilseck Army Air Field,Vilseck,Germany,,ETOI,49.633598327636720,11.767200469970703,1353,1,E,Europe/Berlin,airport,OurAirports
779,Coleman Army Air Field,Coleman,Germany,,ETOR,49.563598632812500,8.463390350341797,309,1,E,Europe/Berlin,airport,OurAirports
780,Wiesbaden Army Airfield,Wiesbaden,Germany,,ETOU,50.049800872802734,8.325400352478027,461,1,E,Europe/Berlin,airport,OurAirports
781,Landsberg Lech Air Base,Landsberg,Germany,,ETSA,48.070599000000000,10.906000000000000,2044,1,E,Europe/Berlin,airport,OurAirports
782,Büchel Air Base,Buechel,Germany,,ETSB,50.173801422100000,7.063330173490000,1568,1,E,Europe/Berlin,airport,OurAirports
783,Erding Airport,Erding,Germany,,ETSE,48.322299957275390,11.948699951171875,1515,1,E,Europe/Berlin,airport,OurAirports
785,Holzdorf Air Base,Holzdorf,Germany,,ETSH,51.767799000000000,13.167700000000000,265,1,E,Europe/Berlin,airport,OurAirports
787,Lechfeld Airport,Lechfeld,Germany,,ETSL,48.185501098632810,10.861200332641602,1822,1,E,Europe/Berlin,airport,OurAirports
788,Neuburg AFB,Neuburg,Germany,,ETSN,48.710999000000000,11.211500000000000,1249,1,E,Europe/Berlin,airport,OurAirports
792,Brakpan Airport,Brakpan,South Africa,,FABB,-26.238599777221680,28.301799774169922,5300,2,U,Africa/Johannesburg,airport,OurAirports
795,Bethlehem Airport,Bethlehem,South Africa,,FABM,-28.248399734500000,28.336099624600000,5561,2,U,Africa/Johannesburg,airport,OurAirports
796,Hendrik Potgieter Airport,Bothaville,South Africa,,FABO,-27.366800308227540,26.629199981689453,4236,2,U,Africa/Johannesburg,airport,OurAirports
798,Calvinia Airport,Calvinia,South Africa,,FACV,-31.500299453735350,19.725900650024414,3250,2,U,Africa/Johannesburg,airport,OurAirports
801,Ermelo Airport,Ermelo,South Africa,,FAEO,-26.495599746704100,29.979799270629883,5700,2,U,Africa/Johannesburg,airport,OurAirports
802,Ficksburg Sentraoes Airport,Ficksburg,South Africa,,FAFB,-28.823099136352540,27.908899307250977,5315,2,U,Africa/Johannesburg,airport,OurAirports
806,Graaff Reinet Airport,Graaff Reinet,South Africa,,FAGR,-32.193599700927734,24.541400909423828,2604,2,U,Africa/Johannesburg,airport,OurAirports
807,Grahamstown Airport,Grahamstown,South Africa,,FAGT,-33.284698486328125,26.498100280761720,2135,2,U,Africa/Johannesburg,airport,OurAirports
808,Greytown Airport,Greytown,South Africa,,FAGY,-29.121999740600000,30.586700439499996,3531,2,U,Africa/Johannesburg,airport,OurAirports
809,Harmony Airport,Harmony,South Africa,,FAHA,-28.078699111938477,26.861200332641600,4399,2,U,Africa/Johannesburg,airport,OurAirports
810,Harrismith Airport,Harrismith,South Africa,,FAHR,-28.235099792480470,29.106199264526367,5585,2,U,Africa/Johannesburg,airport,OurAirports
812,Gariep Dam Airport,Hendrik Verwoerddam,South Africa,,FAHV,-30.562200546264650,25.528299331665040,4176,2,U,Africa/Johannesburg,airport,OurAirports
814,P C Pelser Airport,Klerksdorp,South Africa,,FAKD,-26.871099472045900,26.718000411987305,4444,2,U,Africa/Johannesburg,airport,OurAirports
816,Krugersdorp Airport,Krugersdorp,South Africa,,FAKR,-26.080825919900000,27.725914955100000,5499,2,U,Africa/Johannesburg,airport,OurAirports
817,Kroonstad Airport,Kroonstad,South Africa,,FAKS,-27.660600662231445,27.315799713134766,4700,2,U,Africa/Johannesburg,airport,OurAirports
821,Lichtenburg Airport,Lichtenburg,South Africa,,FALI,-26.175699234008790,26.184600830078125,4875,2,U,Africa/Johannesburg,airport,OurAirports
822,Makhado Air Force Base Airport,Lambertsbaai,South Africa,,FALM,-23.159900665283203,29.696500778198242,3069,2,U,Africa/Johannesburg,airport,OurAirports
823,Langebaanweg Airport,Langebaanweg,South Africa,,FALW,-32.968898773199996,18.160299301100000,108,2,U,Africa/Johannesburg,airport,OurAirports
825,Middelburg Airport,Middelburg,South Africa,,FAMB,-25.684799194335938,29.440200805664062,4886,2,U,Africa/Johannesburg,airport,OurAirports
828,Marble Hall Airport,Marble Hall,South Africa,,FAMI,-24.989099502563477,29.283100128173828,2980,2,U,Africa/Johannesburg,airport,OurAirports
829,Majuba Power Station Airport,Majuba Power Station,South Africa,,FAMJ,-27.079299926799997,29.778499603300000,5600,2,U,Africa/Johannesburg,airport,OurAirports
831,Riverside Airport,Malalane,South Africa,,FAMN,-25.430000305200000,31.576700210600000,1024,2,U,Africa/Johannesburg,airport,OurAirports
833,Mkuze Airport,Mkuze,South Africa,,FAMU,-27.626100540161133,32.044300079345700,400,2,U,Africa/Johannesburg,airport,OurAirports
835,Nylstroom Airfield,Nylstroom,South Africa,,FANY,-24.686100006103516,28.434900283813477,3900,2,U,Africa/Johannesburg,airport,OurAirports
836,Overberg Airport,Overberg,South Africa,,FAOB,-34.554901123000000,20.250699996900003,52,2,U,Africa/Johannesburg,airport,OurAirports
839,Plettenberg Bay Airport,Plettenberg Bay,South Africa,,FAPG,-34.088160167500000,23.328723430600000,465,2,U,Africa/Johannesburg,airport,OurAirports
841,Pietersburg Municipal Airport,Polokwane,South Africa,,FAPI,-23.926099777200000,29.484399795500000,4354,2,U,Africa/Johannesburg,airport,OurAirports
842,Port St Johns Airport,Port Saint Johns,South Africa,,FAPJ,-31.605899810791016,29.519800186157227,1227,2,U,Africa/Johannesburg,airport,OurAirports
846,Potchefstroom Airport,Potchefstroom,South Africa,,FAPS,-26.670999527000000,27.081899642900000,4520,2,U,Africa/Johannesburg,airport,OurAirports
847,Parys Airport,Parys,South Africa,,FAPY,-26.889299392700195,27.503400802612305,4740,2,U,Africa/Johannesburg,airport,OurAirports
850,Rustenburg Airport,Rustenburg,South Africa,,FARG,-25.644300460800000,27.271099090599996,3700,2,U,Africa/Johannesburg,airport,OurAirports
853,Secunda Airport,Secunda,South Africa,,FASC,-26.524099350000000,29.170099258399997,5250,2,U,Africa/Johannesburg,airport,OurAirports
854,Saldanha /Vredenburg Airport,Saldanha,South Africa,,FASD,-32.964099884000000,17.969299316400000,50,2,U,Africa/Johannesburg,airport,OurAirports
855,Springs Airfield,Springs,South Africa,,FASI,-26.249400473600000,28.398271560700000,5340,2,U,Africa/Johannesburg,airport,OurAirports
856,Swartkop Air Force Base,Swartkop,South Africa,,FASK,-25.809700012200000,28.164600372299997,4780,2,U,Africa/Johannesburg,airport,OurAirports
858,Hendrik Swellengrebel Airport,Swellendam,South Africa,,FASX,-34.048198699951170,20.474599838256836,407,2,U,Africa/Johannesburg,airport,OurAirports
860,Tommys Field Airport,Tommy's Field,South Africa,,FATF,-28.260000228881836,22.993200302124023,4360,2,U,Africa/Johannesburg,airport,OurAirports
861,New Tempe Airport,Bloemfontein,South Africa,,FATP,-29.032899856567383,26.157600402832030,4547,2,U,Africa/Johannesburg,airport,OurAirports
862,Tutuka Power Station Airport,Tutuka,South Africa,,FATT,-26.776599884000000,29.338800430300000,5313,2,U,Africa/Johannesburg,airport,OurAirports
872,Witbank Airport,Witbank,South Africa,,FAWI,-25.832300186199998,29.191999435400000,5078,2,U,Africa/Johannesburg,airport,OurAirports
873,Waterkloof Air Force Base,Waterkloof,South Africa,,FAWK,-25.829999923699997,28.222499847399998,4940,2,U,Africa/Johannesburg,airport,OurAirports
875,Ysterplaat Air Force Base,Ysterplaat,South Africa,,FAYP,-33.900199890136720,18.498300552368164,52,2,U,Africa/Johannesburg,airport,OurAirports
876,Zeerust Airport,Zeerust,South Africa,,FAZR,-25.599000930786133,26.042299270629883,4258,2,U,Africa/Johannesburg,airport,OurAirports
895,Diego Garcia Naval Support Facility,Diego Garcia Island,British Indian Ocean Territory,,FJDG,-7.313270000000000,72.411102000000000,9,6,U,Indian/Chagos,airport,OurAirports
905,Kasompe Airport,Kasompe,Zambia,,FLKE,-12.572799682617000,27.893899917603000,4636,2,U,Africa/Lusaka,airport,OurAirports
909,Mongu Airport,Mongu,Zambia,,FLMG,-15.254500389099121,23.162300109863280,3488,2,U,Africa/Lusaka,airport,OurAirports
950,Lobito Airport,Lobito,Angola,,FNLB,-12.371199607849121,13.536600112915039,10,1,N,Africa/Luanda,airport,OurAirports
987,Songo Airport,Songo,Mozambique,,FQSG,-15.602700233459473,32.773200988769530,2904,2,U,Africa/Maputo,airport,OurAirports
989,Ulongwe Airport,Ulongwe,Mozambique,,FQUG,-14.704600334167480,34.352401733398440,4265,2,U,Africa/Maputo,airport,OurAirports
991,Alphonse Airport,Alphonse,Seychelles,,FSAL,-7.004780000000000,52.726200000000000,10,4,U,Indian/Mahe,airport,OurAirports
993,Farquhar Airport,Farquhar,Seychelles,,FSFA,-10.109600000000000,51.176102000000000,10,4,U,Indian/Mahe,airport,OurAirports
996,Coetivy Airport,Coetivy,Seychelles,,FSSC,-7.134570000000000,56.278198000000000,10,4,U,Indian/Mahe,airport,OurAirports
1002,Charles Prince Airport,Harare,Zimbabwe,,FVCP,-17.751600265502930,30.924699783325195,4845,2,U,Africa/Harare,airport,OurAirports
1007,Mutoko Airport,Mutoko,Zimbabwe,,FVMT,-17.431900024414062,32.184501647949220,3950,2,U,Africa/Harare,airport,OurAirports
1008,Mutare Airport,Mutare,Zimbabwe,,FVMU,-18.997499465942000,32.627201080322000,3410,2,U,Africa/Harare,airport,OurAirports
1010,Zvishavane Airport,Zvishavane,Zimbabwe,,FVSH,-20.289499282836914,30.088199615478516,3012,2,U,Africa/Harare,airport,OurAirports
1015,Kasungu Airport,Kasungu,Malawi,,FWKG,-13.014599800109863,33.468601226806640,3470,2,U,Africa/Blantyre,airport,OurAirports
1019,Mejametalana Airbase,Maseru,Lesotho,,FXMU,-29.304100036621094,27.503499984741210,5105,2,U,Africa/Maseru,airport,OurAirports
1098,Bir Moghrein Airport,Bir Moghrein,Mauritania,,GQPT,25.236700057983400,-11.588700294494629,1206,0,N,Africa/Nouakchott,airport,OurAirports
1108,Lideta Army Airport,Addis Ababa,Ethiopia,,HAAL,9.003685000000000,38.725498000000000,7749,3,U,Africa/Addis_Ababa,airport,OurAirports
1129,Cairo West Airport,Cairo,Egypt,,HECW,30.116399765000000,30.915399551399997,550,2,U,Africa/Cairo,airport,OurAirports
1195,Stara Zagora Airport,Stara Zagora,Bulgaria,,LBSZ,42.376666700000000,25.655000000000000,558,2,E,Europe/Sofia,airport,OurAirports
1201,Osijek-Čepin Airfield,Cepin,Croatia,,LDOC,45.542777800000000,18.631944400000000,299,1,E,Europe/Zagreb,airport,OurAirports
1204,Grobnicko Polje Airport,Grobnik,Croatia,,LDRG,45.379501342773440,14.503800392150879,951,1,E,Europe/Zagreb,airport,OurAirports
1207,Varaždin Airport,Varazdin,Croatia,,LDVA,46.294647216796875,16.382932662963867,548,1,E,Europe/Zagreb,airport,OurAirports
1210,Udbina Air Base,Udbina,Croatia,,LDZU,44.557598114013670,15.774399757385254,2462,1,E,Europe/Zagreb,airport,OurAirports
1211,Albacete-Los Llanos Airport,Albacete,Spain,,LEAB,38.948501586900000,-1.863520026210000,2302,1,E,Europe/Madrid,airport,OurAirports
1221,Armilla Air Base,Granada,Spain,,LEGA,37.133201600000000,-3.635689970000000,2297,1,E,Europe/Madrid,airport,OurAirports
1224,Getafe Air Base,Madrid,Spain,,LEGT,40.294101715087890,-3.723829984664917,2031,1,E,Europe/Madrid,airport,OurAirports
1233,Ocaña Airport,Ocana,Spain,,LEOC,39.937500000000000,-3.503329992294312,2405,1,E,Europe/Madrid,airport,OurAirports
1235,Alcantarilla Air Base,Murcia,Spain,,LERI,37.951099000000000,-1.230320000000000,250,1,E,Europe/Madrid,airport,OurAirports
1237,Rota Naval Station Airport,Rota,Spain,,LERT,36.645198822000000,-6.349460124970000,86,1,E,Europe/Madrid,airport,OurAirports
1239,Son Bonet Airport,Son Bonet,Spain,,LESB,39.598899841308594,2.702780008316040,157,1,E,Europe/Madrid,airport,OurAirports
1241,San Luis Airport,San Luis,Spain,,LESL,39.862201690673830,4.258329868316650,197,1,E,Europe/Madrid,airport,OurAirports
1255,Péronne-Saint-Quentin Airport,Peronne,France,,LFAG,49.868500000000000,3.029580000000000,295,1,E,Europe/Paris,airport,OurAirports
1256,Nangis-Les Loges Airport,Nangis,France,,LFAI,48.596199035644530,3.006789922714233,428,1,E,Europe/Paris,airport,OurAirports
1257,Bagnoles-de-l'Orne-Couterne Airport,Bagnole-de-l'orne,France,,LFAO,48.545799255371094,-0.387443989515305,718,1,E,Europe/Paris,airport,OurAirports
1258,Albert-Bray Airport,Albert,France,,LFAQ,49.971500396700000,2.697659969330000,364,1,E,Europe/Paris,airport,OurAirports
1260,Valenciennes-Denain Airport,Valenciennes,France,,LFAV,50.325801849365234,3.461260080337524,177,1,E,Europe/Paris,airport,OurAirports
1261,Amiens-Glisy Airport,Amiens,France,,LFAY,49.873001098632810,2.387069940567017,208,1,E,Europe/Paris,airport,OurAirports
1263,Cazaux (BA 120) Air Base,Cazaux,France,,LFBC,44.533298492431640,-1.125000000000000,84,1,E,Europe/Paris,airport,OurAirports
1266,Toulouse-Francazal (BA 101) Air Base,Toulouse,France,,LFBF,43.545600891113280,1.367499947547913,535,1,E,Europe/Paris,airport,OurAirports
1271,Mont-de-Marsan (BA 118) Air Base,Mont-de-marsan,France,,LFBM,43.911701000000000,-0.507500000000000,203,1,E,Europe/Paris,airport,OurAirports
1275,Muret-Lherm Airport,La Rochelle,France,,LFBR,43.448898315429690,1.263329982757568,622,1,E,Europe/Paris,airport,OurAirports
1281,Cahors-Lalbenque Airport,Cahors,France,,LFCC,44.351398468017580,1.475280046463013,912,1,E,Europe/Paris,airport,OurAirports
1282,Saint-Girons-Antichan Airport,St.-girons,France,,LFCG,43.007801055908200,1.103150010108948,1368,1,E,Europe/Paris,airport,OurAirports
1286,Toulouse-Lasbordes Airport,Toulouse,France,,LFCL,43.586101531982420,1.499169945716858,459,1,E,Europe/Paris,airport,OurAirports
1287,Millau-Larzac Airport,Millau,France,,LFCM,43.989299774169920,3.183000087738037,2606,1,E,Europe/Paris,airport,OurAirports
1288,Graulhet-Montdragon Airport,Graulhet,France,,LFCQ,43.771099090576170,2.010829925537109,581,1,E,Europe/Paris,airport,OurAirports
1290,Ussel-Thalamy Airport,Ussel,France,,LFCU,45.534698486328125,2.423890113830566,2428,1,E,Europe/Paris,airport,OurAirports
1291,Villeneuve-sur-Lot Airport,Villeneuve-sur-lot,France,,LFCW,44.396900177001950,0.758889019489288,190,1,E,Europe/Paris,airport,OurAirports
1293,Mimizan Airport,Mimizan,France,,LFCZ,44.145928000000000,-1.164320000000000,164,1,E,Europe/Paris,airport,OurAirports
1294,Aire-sur-l'Adour Airport,Aire-sur-l'adour,France,,LFDA,43.709400177001950,-0.245278000831604,259,1,E,Europe/Paris,airport,OurAirports
1295,Montauban Airport,Montauban,France,,LFDB,44.025699615478516,1.378039956092835,351,1,E,Europe/Paris,airport,OurAirports
1296,Auch-Lamothe Airport,Auch,France,,LFDH,43.687801361083984,0.601666986942291,411,1,E,Europe/Paris,airport,OurAirports
1297,Libourne-Artigues-de-Lussac Airport,Libourne,France,,LFDI,44.982498000000000,-0.134722000000000,157,1,E,Europe/Paris,airport,OurAirports
1298,Pamiers-Les Pujols Airport,Pamiers,France,,LFDJ,43.090599060058594,1.695829987525940,1115,1,E,Europe/Paris,airport,OurAirports
1299,Marmande-Virazeil Airport,Marmande,France,,LFDM,44.498901367187500,0.200514003634453,105,1,E,Europe/Paris,airport,OurAirports
1301,Pontivy Airport,Pontivy,France,,LFED,48.058498382568360,-2.921829938888550,407,1,E,Europe/Paris,airport,OurAirports
1302,Aubigny-sur-Nère Airport,Aubigny-sur-nere,France,,LFEH,47.480556000000000,2.394167000000000,630,1,E,Europe/Paris,airport,OurAirports
1303,Guiscriff Scaer Airport,Guiscriff-scaer,France,,LFES,48.052501678466800,-3.664720058441162,574,1,E,Europe/Paris,airport,OurAirports
1305,Ancenis Airport,Ancenis,France,,LFFI,47.408100128173830,-1.177500009536743,111,1,E,Europe/Paris,airport,OurAirports
1306,Brienne-le-Château Airport,Brienne-le Chateau,France,,LFFN,48.429798126220700,4.482220172882080,381,1,E,Europe/Paris,airport,OurAirports
1308,Beaune-Challanges Airport,Beaune,France,,LFGF,47.005901000000000,4.893420000000000,656,1,E,Europe/Paris,airport,OurAirports
1310,Joigny Airport,Joigny,France,,LFGK,47.992198944091800,3.392220020294190,732,1,E,Europe/Paris,airport,OurAirports
1311,Verdun-Le Rozelier Airfield,Verdun,France,,LFGW,49.122398000000000,5.469050000000000,1230,1,E,Europe/Paris,airport,OurAirports
1314,Saint-Flour-Coltines Airport,St.-flour,France,,LFHQ,45.076400756835940,2.993609905242920,3218,1,E,Europe/Paris,airport,OurAirports
1318,Saint-Affrique-Belmont Airport,St.-afrique-belmont,France,,LFIF,43.823299407958984,2.745280027389526,1686,1,E,Europe/Paris,airport,OurAirports
1319,Cassagnes-Bégonhès Airport,Cassagnes-beghones,France,,LFIG,44.177799224853516,2.515000104904175,2024,1,E,Europe/Paris,airport,OurAirports
1325,Propriano Airport,Propriano,France,,LFKO,41.660598754882810,8.889749526977539,13,1,E,Europe/Paris,airport,OurAirports
1327,Corte Airport,Corte,France,,LFKT,42.293598175048830,9.193059921264648,1132,1,E,Europe/Paris,airport,OurAirports
1332,Chambéry-Challes-les-Eaux Airport,Chambery,France,,LFLE,45.561100006100000,5.975759983060001,973,1,E,Europe/Paris,airport,OurAirports
1337,Saint-Yan Airport,St.-yan,France,,LFLN,46.412498474121094,4.013259887695313,796,1,E,Europe/Paris,airport,OurAirports
1341,Montluçon-Domérat Airport,Montlucon,France,,LFLT,46.352501000000000,2.570490000000000,771,1,E,Europe/Paris,airport,OurAirports
1348,Le Luc-Le Cannet Airport,Le Luc,France,,LFMC,43.384700775146484,6.387139797210693,265,1,E,Europe/Paris,airport,OurAirports
1351,Istres Le Tubé/Istres Air Base (BA 125) Airport,Istres,France,,LFMI,43.522701000000000,4.923840000000000,82,1,E,Europe/Paris,airport,OurAirports
1355,Orange-Caritat (BA 115) Air Base,Orange,France,,LFMO,44.140499114990234,4.866720199584961,197,1,E,Europe/Paris,airport,OurAirports
1358,Alès-Deaux Airport,Ales,France,,LFMS,44.069698000000000,4.142120000000000,668,1,E,Europe/Paris,airport,OurAirports
1362,Salon-de-Provence (BA 701) Air Base,Salon,France,,LFMY,43.606399536132810,5.109250068664551,195,1,E,Europe/Paris,airport,OurAirports
1363,Lézignan-Corbières Airport,Lezignan-corbieres,France,,LFMZ,43.175800323486330,2.734169960021973,207,1,E,Europe/Paris,airport,OurAirports
1365,Carpentras Airport,Carpentras,France,,LFNH,44.029800415039060,5.078060150146484,394,1,E,Europe/Paris,airport,OurAirports
1366,Avord (BA 702) Air Base,Avord,France,,LFOA,47.053299000000000,2.632500000000000,580,1,E,Europe/Paris,airport,OurAirports
1368,Châteaudun (BA 279) Air Base,Chateaudun,France,,LFOC,48.058102000000000,1.376620000000000,433,1,E,Europe/Paris,airport,OurAirports
1369,Saumur-Saint-Florent Airport,Saumur,France,,LFOD,47.256802000000000,-0.115142000000000,269,1,E,Europe/Paris,airport,OurAirports
1370,Évreux-Fauville (BA 105) Air Base,Evreux,France,,LFOE,49.028701782226560,1.219859957695007,464,1,E,Europe/Paris,airport,OurAirports
1372,Abbeville,Abbeville,France,,LFOI,50.143501000000000,1.831891000000000,220,1,E,Europe/Paris,airport,OurAirports
1379,Orléans-Saint-Denis-de-l'Hôtel Airport,Orleans,France,,LFOZ,47.896900000000000,2.163330000000000,396,1,E,Europe/Paris,airport,OurAirports
1383,Coulommiers-Voisins Airport,Coulommiers,France,,LFPK,48.837699890136720,3.016119956970215,470,1,E,Europe/Paris,airport,OurAirports
1384,Melun-Villaroche Air Base,Melun,France,,LFPM,48.604698181152344,2.671119928359985,302,1,E,Europe/Paris,airport,OurAirports
1388,Villacoublay-Vélizy (BA 107) Air Base,Villacoublay,France,,LFPV,48.774166700000000,2.191666700000000,584,1,E,Europe/Paris,airport,OurAirports
